app_lang_sign	en	pl	de	es	pt	fr	it	tr	id	th	ja	ko	zh	ar	ru	uk	vi	hi	bn	ur	ms	sw	he	el	nl	sv	ro	hu	cs	sk	sr	bg
preference_silent_mode	Automatically mute when device sound is turned off	Automatycznie wycisz, gdy dźwięk urządzenia jest wyłączony	Automatisch stummschalten, wenn Geräteton ausgeschaltet ist	Silenciar automáticamente cuando el sonido del dispositivo está desactivado	Silenciar automaticamente quando o som do dispositivo está desligado	Désactiver automatiquement le son lorsque le son de l\'appareil est désactivé	Disattiva automaticamente l\'audio quando il suono del dispositivo è disattivato	Cihaz sesi kapatıldığında otomatik olarak sessize al	Secara otomatis membisukan saat suara perangkat dimatikan	ปิดเสียงอัตโนมัติเมื่อปิดเสียงอุปกรณ์	デバイスのサウンドがオフになっているときに自動的にミュートする	기기 사운드가 꺼지면 자동으로 음소거	关闭设备声音时自动静音	كتم الصوت تلقائيًا عند إيقاف تشغيل صوت الجهاز	Автоматически отключать звук при отключении звука устройства	Автоматично вимикати звук, коли звук пристрою вимкнено	Tự động tắt tiếng khi tắt âm thanh thiết bị	डिवाइस की आवाज़ बंद होने पर अपने आप म्यूट हो जाती है	ডিভাইসের শব্দ বন্ধ থাকলে স্বয়ংক্রিয়ভাবে নিঃশব্দ করুন	آلہ کی آواز بند ہونے پر خودکار طور پر خاموش ہو جائے گا	Automatikkan senyap apabila bunyi peranti dimatikan	Nyamazisha kiotomatiki wakati sauti ya kifaa imezimwa	השתק אוטומטית כאשר צליל המכשיר כבוי	Αυτόματη σίγαση όταν ο ήχος της συσκευής είναι απενεργοποιημένος	Automatisch dempen wanneer het geluid van het apparaat is uitgeschakeld	Stäng av ljudet automatiskt när enhetens ljud är avstängt	Dezactivează automat sunetul când sunetul dispozitivului este oprit	Automatikus némítás, ha az eszköz hangja ki van kapcsolva	Automaticky ztlumit, když je zvuk zařízení vypnutý	Automatické stlmenie, keď je zvuk zariadenia vypnutý	Automatski isključi zvuk kada je zvuk uređaja isključen	Автоматично заглушаване при изключен звук на устройството
preference_device_audio_off	The device sound is turned off	Dźwięk urządzenia jest wyłączony	Der Geräteton ist ausgeschaltet	El sonido del dispositivo está desactivado	O som do dispositivo está desligado	Le son de l\'appareil est désactivé	L\'audio del dispositivo è disattivato	Cihaz sesi kapalı	Suara perangkat dimatikan	ปิดเสียงอุปกรณ์	デバイスのサウンドがオフになっています	기기 사운드가 꺼짐	设备声音已关闭	تم إيقاف تشغيل صوت الجهاز	Звук устройства отключен	Звук пристрою вимкнено	Âm thanh thiết bị đã tắt	डिवाइस की आवाज़ बंद हो जाती है	ডিভাইসের শব্দ বন্ধ থাকলে	آلہ کی آواز بند ہے	Bunyi peranti dimatikan	Sauti ya kifaa imezimwa	צליל המכשיר כבוי	Ο ήχος της συσκευής είναι απενεργοποιημένος	Het geluid van het apparaat is uitgeschakeld	Enhetens ljud är avstängt	Sunetul dispozitivului este oprit	Az eszköz hangja ki van kapcsolva	Zvuk zařízení je vypnutý	Zvuk zariadenia je vypnutý	Zvuk uređaja je isključen	Звукът на устройството е изключен
event_icon	Icon	Ikona	Symbol	Icono	Ícone	Icône	Icona	Simge	Ikon	ไอคอน	アイコン	상	图标	أيقونة	Икона	значок	Biểu tượng	आइकन	আইকন	آئیکن	Ikon	Aikoni	סמל	Εικονίδιο	Icoon	Ikon	Pictogramă	Ikon	Ikona	Ikona	Ikona	Икона
event_active	Active	Aktywny	Aktiv	Activo	Ativo	Actif	Attivo	Aktif	Aktif	คล่องแคล่ว	アクティブ	활동적인	积极的	نشيط	Активный	Активний	Tích cực	सक्रिय	সক্রিয়	فعال	Aktif	Inatumika	פעיל	Ενεργό	Actief	Aktiv	Activ	Aktív	Aktivní	Aktívne	Aktivno	Активен
event_inactive	Inactive	Nieaktywny	Inaktiv	Inactivo	Inativo	Inactif	Inattivo	Etkin değil	Tidak aktif	ไม่ได้ใช้งาน	非活性	비활성	不活跃	غير نشط	Неактивный	Неактивний	Không hoạt động	निष्क्रिय	নিষ্ক্রিয়	غیر فعال	Tidak aktif	Haijatumiwa	לא פעיל	Ανενεργό	Inactief	Inaktiv	Inactiv	Inaktív	Neaktivní	Neaktívne	Neaktivno	Неактивен
event_default_text	Default content	Domyślna treść	Standardinhalt	Contenido predeterminado	Conteúdo padrão	Contenu par défaut	Contenuto predefinito	Varsayılan içerik	Konten bawaan	เนื้อหาเริ่มต้น	デフォルトのコンテンツ	기본 콘텐츠	默认内容	المحتوى الافتراضي	Содержимое по умолчанию	Вміст за замовчуванням	Nội dung mặc định	डिफ़ॉल्ट सामग्री	ডিফল্ট বিষয়বস্তু	پہلے سے طے شدہ مواد	Kandungan lalai	Yaliyomo chaguo-msingi	תוכן ברירת מחדל	Προεπιλεγμένο περιεχόμενο	Standaardinhoud	Standardinnehåll	Conținut implicit	Alapértelmezett tartalom	Výchozí obsah	Predvolený obsah	Podrazumevani sadržaj	Съдържание по подразбиране
event_alternative_text	Enter your own text	Wpisz własny tekst	Geben Sie Ihren eigenen Text ein	Introduce tu propio texto	Digite seu próprio texto	Entrez votre propre texte	Inserisci il tuo testo	Kendi metninizi girin	Masukkan teks Anda sendiri	ป้อนข้อความของคุณเอง	独自のテキストを入力してください	자신만의 텍스트를 입력하세요	输入您自己的文字	أدخل النص الخاص بك	Введите свой текст	Введіть власний текст	Nhập văn bản của riêng bạn	अपना स्वयं का पाठ दर्ज करें	আপনার নিজের লেখা লিখুন	اپنا متن درج کریں۔	Masukkan teks anda sendiri	Ingiza maandishi yako mwenyewe	הזן טקסט משלך	Εισαγάγετε το δικό σας κείμενο	Voer je eigen tekst in	Ange din egen text	Introdu propriul text	Írd be a saját szöveged	Zadejte vlastní text	Zadajte vlastný text	Unesite svoj tekst	Въведете свой собствен текст
event_alternative_sound	Sound	Dźwięk	Klang	Sonido	Som	Son	Suono	Ses	Suara	เสียง	音	소리	声音	صوت	Звук	Звук	Âm thanh	आवाज़	শব্দ	آواز	Bunyi	Sauti	צליל	Ήχος	Geluid	Ljud	Sunet	Hang	Zvuk	Zvuk	Zvuk	Звук
value_add	Add	Dodaj	Hinzufügen	Agregar	Adicionar	Ajouter	Aggiungere	Eklemek	Menambahkan	เพิ่ม	追加	추가하다	添加	يضيف	Добавлять	додати	Thêm vào	जोड़ना	যোগ করুন	شامل کریں۔	Tambah	Ongeza	הוסף	Προσθήκη	Toevoegen	Lägg till	Adaugă	Hozzáadás	Přidat	Pridať	Dodaj	Добавяне
value_subtract	Subtract	Odejmij	Subtrahieren	Sustraer	Subtrair	Soustraire	Sottrarre	Çıkar	Mengurangi	ลบ	減算	덜다	减去	طرح او خصم	Вычесть	Відняти	Trừ	घटाना	বিয়োগ করুন	گھٹائیں	Tolak	Ondoa	החסר	Αφαίρεση	Aftrekken	Subtrahera	Scade	Kivonás	Odečíst	Odčítať	Oduzmi	Изваждане
value_below_word	Below	Poniżej	Unten	Abajo	Abaixo	Ci-dessous	Sotto	Altında	Di bawah	ด้านล่าง	下に	아래에	以下	أقل	Ниже	Нижче	Dưới	नीचे	নিচে	نیچے	Di bawah	Chini	מתחת	Κάτω	Onder	Under	Sub	Alatt	Pod	Pod	Ispod	Под
value_above_word	Above	Powyżej	Über	Arriba	Acima	Au-dessus de	Sopra	Üstünde	Di atas	ข้างบน	その上	위에	多于	فوق	Выше	вище	Bên trên	ऊपर	উপরে	اوپر	Di atas	Juu	מעל	Πάνω	Boven	Över	Peste	Fölött	Nad	Nad	Iznad	Над
value_current	Now	Teraz	Jetzt	Ahora	Agora	Maintenant	Ora	Şimdi	Sekarang	ตอนนี้	今	지금	现在	الآن	Сейчас	Зараз	Hiện nay	अब	এখন	ابھی	Sekarang	Sasa	עכשיו	Τώρα	Nu	Nu	Acum	Most	Nyní	Teraz	Sada	Сега
value_average	Average	Średnia	Durchschnitt	Promedio	Média	Moyenne	Media	Ortalama	Rata-rata	เฉลี่ย	平均	평균	平均的	متوسط	Средний	Середній	Trung bình	औसत	গড়	اوسط	Purata	Wastani	ממוצע	Μέσος όρος	Gemiddelde	Genomsnitt	Medie	Átlag	Průměr	Priemer	Prosek	Средно
value_minimum	Minimum	Minimum	Minimum	Mínimo	Mínimo	Le minimum	Minimo	Asgari	Minimum	ขั้นต่ำ	最小	최저한의	最低限度	الحد الأدنى	Минимум	мінімум	tối thiểu	न्यूनतम	সর্বনিম্ন	کم از کم	Minimum	Kiwango cha chini	מינימום	Ελάχιστο	Minimum	Minimum	Minim	Minimum	Minimum	Minimum	Minimum	Минимум
value_maximum	Maximum	Maksimum	Maximal	Máximo	Máximo	Maximum	Massimo	Maksimum	Maksimum	ขีดสุด	最大	최고	最大限度	أقصى	Максимум	Максимум	Tối đa	अधिकतम	সর্বোচ্চ	زیادہ سے زیادہ	Maksimum	Kiwango cha juu	מקסימום	Μέγιστο	Maximum	Maximum	Maxim	Maximum	Maximum	Maximum	Maksimum	Максимум
battery_capacity	Battery capacity	Pojemność baterii	Batteriekapazität	Capacidad de la batería	Capacidade de carga	Capacité de la batterie	Capacità della batteria	Pil kapasitesi	Kapasitas baterai	ความจุของแบตเตอรี่	バッテリー容量	배터리 용량	电池容量	قدرة البطارية	Емкость батареи	Ємність акумулятора	Dung lượng pin	बैटरी की क्षमता	ব্যাটারির ক্ষমতা	بیٹری کی گنجائش	Kapasiti bateri	Uwezo wa betri	קיבולת סוללה	Χωρητικότητα μπαταρίας	Batterijcapaciteit	Batterikapacitet	Capacitate baterie	Akkumulátor kapacitása	Kapacita baterie	Kapacita batérie	Kapacitet baterije	Капацитет на батерията
